num,codigo,titulo,descripcion,url_relativa,url_completa
97,DEFAULTCHECKEDCOTIZACIONVUELOS,Opciones de vuelos por defecto seleccionadas cotización,Opciones de vuelos por defecto seleccionadas cotización,params/097_Opciones_de_vuelos_por_defecto_seleccionadas_cotización.html,https://pacardenaz.github.io/parametros-manual/params/097_Opciones_de_vuelos_por_defecto_seleccionadas_cotización.html
98,FILTRARCABINAUPSELL,"Filtra el upsell de acuerdo a la cabina seleccionada en el buscador, por defecto se muestran todas las cabinas.","Filtra el upsell de acuerdo a la cabina seleccionada en el buscador, por defecto se muestran todas las cabinas.","params/098_Filtra_el_upsell_de_acuerdo_a_la_cabina_seleccionada_en_el_buscador,_p.html","https://pacardenaz.github.io/parametros-manual/params/098_Filtra_el_upsell_de_acuerdo_a_la_cabina_seleccionada_en_el_buscador,_p.html"
99,MOSTRARCAMPONACIONALIDAD,Mostrar el campo nacionalidad,"Parámetro para definir si se visualiza el campo de nacionalidad al momento de diligenciar los datos del viajero, solo aplica para vuelos.",params/099_Mostrar_el_campo_nacionalidad.html,https://pacardenaz.github.io/parametros-manual/params/099_Mostrar_el_campo_nacionalidad.html
100,MANEJAFINGERPRINT,Entidad maneja Fingerprint,Parámetro para definir si se activa el fingerprint y poder configurar dispositivos seguros,params/100_Entidad_maneja_Fingerprint.html,https://pacardenaz.github.io/parametros-manual/params/100_Entidad_maneja_Fingerprint.html
101,CODMOTIVODEFECTO,Motivo por Defecto,"Asigna por defecto un motivo de viajes creado en el sistema, su valor es el código del motivo de viajes creado",params/101_Motivo_por_Defecto.html,https://pacardenaz.github.io/parametros-manual/params/101_Motivo_por_Defecto.html
102,XCAFMOTIVOSVIAJE,Cliente utiliza Motivo de Viajes,Cliente utiliza Motivo de Viajes,params/102_Cliente_utiliza_Motivo_de_Viajes.html,https://pacardenaz.github.io/parametros-manual/params/102_Cliente_utiliza_Motivo_de_Viajes.html
103,XCAFRAZONESNOCUMPLIMIENTO,Cliente indica las razones de las políticas de no cumplimiento,Cliente indica las razones de las políticas de no cumplimiento,params/103_Cliente_indica_las_razones_de_las_políticas_de_no_cumplimiento.html,https://pacardenaz.github.io/parametros-manual/params/103_Cliente_indica_las_razones_de_las_políticas_de_no_cumplimiento.html
104,XCAFPOLITICASVIAJE,Cliente utiliza Políticas de Viajes,Cliente utiliza Políticas de Viajes,params/104_Cliente_utiliza_Políticas_de_Viajes.html,https://pacardenaz.github.io/parametros-manual/params/104_Cliente_utiliza_Políticas_de_Viajes.html
105,XCAFTIPOPOLITICAS,Cliente Utiliza Políticas Restrictivas o Informativas,Cliente Utiliza Políticas Restrictivas o Informativas,params/105_Cliente_Utiliza_Políticas_Restrictivas_o_Informativas.html,https://pacardenaz.github.io/parametros-manual/params/105_Cliente_Utiliza_Políticas_Restrictivas_o_Informativas.html
106,MANEJAAPROBADORINTERNACIONAL,Aprobador Internacional (Utilizar Aprobador 4),Aprobador Internacional (Utilizar Aprobador 4),params/106_Aprobador_Internacional_(Utilizar_Aprobador_4).html,https://pacardenaz.github.io/parametros-manual/params/106_Aprobador_Internacional_(Utilizar_Aprobador_4).html
107,OBLIGAJUSTIFICAAPROBACION,Obliga justificación al aprobar o rechazar,Obliga justificación al aprobar o rechazar,params/107_Obliga_justificación_al_aprobar_o_rechazar.html,https://pacardenaz.github.io/parametros-manual/params/107_Obliga_justificación_al_aprobar_o_rechazar.html
108,OBLIGACENTROCOSTORESERVA,Obliga centros de costos al reservar,Obliga centros de costos al reservar,params/108_Obliga_centros_de_costos_al_reservar.html,https://pacardenaz.github.io/parametros-manual/params/108_Obliga_centros_de_costos_al_reservar.html
109,OBLIGAMOTIVORESERVA,Obliga motivo de reserva,"Obliga a ingresar el motivo de viaje ya definidos en la entidad al momento reservar, este motivo de viaje queda documentado también en el PNR como remark, dicho remark se puede personalizar en el parámetro “Remark Motivo viaje”",params/109_Obliga_motivo_de_reserva.html,https://pacardenaz.github.io/parametros-manual/params/109_Obliga_motivo_de_reserva.html
110,PROCESOAPROBACION,Tipo de flujo de aprobacion:Paralelo o Sequencial,Tipo de flujo de aprobacion:Paralelo o Sequencial,params/110_Tipo_de_flujo_de_aprobacionParalelo_o_Sequencial.html,https://pacardenaz.github.io/parametros-manual/params/110_Tipo_de_flujo_de_aprobacionParalelo_o_Sequencial.html
111,ENVIARCOPIACORREOA,Enviar copia a todos los email del Flujo Corporativo,Enviar copia a todos los email del Flujo Corporativo,params/111_Enviar_copia_a_todos_los_email_del_Flujo_Corporativo.html,https://pacardenaz.github.io/parametros-manual/params/111_Enviar_copia_a_todos_los_email_del_Flujo_Corporativo.html
112,SENDCORPORATEEMAILBYTRAVELAGENT,Enviar email corporativo por un agente de viajes,Enviar email corporativo por un agente de viajes,params/112_Enviar_email_corporativo_por_un_agente_de_viajes.html,https://pacardenaz.github.io/parametros-manual/params/112_Enviar_email_corporativo_por_un_agente_de_viajes.html
113,PODERELEGIRAPROBADOR,Poder elegir aprobador en el proceso de reserva,Poder elegir aprobador en el proceso de reserva,params/113_Poder_elegir_aprobador_en_el_proceso_de_reserva.html,https://pacardenaz.github.io/parametros-manual/params/113_Poder_elegir_aprobador_en_el_proceso_de_reserva.html
114,SHOWCOSTCENTER,Visualiza Centro de Costo,Indica si en la entidad se muestra la información de los centros de costos,params/114_Visualiza_Centro_de_Costo.html,https://pacardenaz.github.io/parametros-manual/params/114_Visualiza_Centro_de_Costo.html
115,SHOWREMARKS,Visualiza Remarks,Este parámetro permite mostrar los remarks configurados en la entidad después de realizar la reserva.,params/115_Visualiza_Remarks.html,https://pacardenaz.github.io/parametros-manual/params/115_Visualiza_Remarks.html
116,SHOWUDIDS,Visualiza Udids,Indica si en el proceso de reserva se visualizan los campos adicionales de información configurados para el cliente (UDIDS),params/116_Visualiza_Udids.html,https://pacardenaz.github.io/parametros-manual/params/116_Visualiza_Udids.html
117,SHOWCORPORATEINFO,Visualiza Flujo corporativo,"Indica si en el proceso de reserva se visualizan la información de flujo corporativo, como lista de aprobadores.",params/117_Visualiza_Flujo_corporativo.html,https://pacardenaz.github.io/parametros-manual/params/117_Visualiza_Flujo_corporativo.html
118,TOLERANCIAHORASPRECIOBAJO,Tolerancia de Horas para otras opciones bajas,Tolerancia de Horas para otras opciones bajas,params/118_Tolerancia_de_Horas_para_otras_opciones_bajas.html,https://pacardenaz.github.io/parametros-manual/params/118_Tolerancia_de_Horas_para_otras_opciones_bajas.html
119,NOTIFICARTODOSAPROBADORES,Notificar todas las acciones de aprobación a todos los aprobadores,Notificar todas las acciones de aprobación a todos los aprobadores,params/119_Notificar_todas_las_acciones_de_aprobación_a_todos_los_aprobadores.html,https://pacardenaz.github.io/parametros-manual/params/119_Notificar_todas_las_acciones_de_aprobación_a_todos_los_aprobadores.html
120,MODIFICARCENTROSCOSTO,Modificar Centro de Costo,"Indica si se puede cambiar el centro de costo seleccionado al reservar, en los datos del flujo corporativo después de reservado, una vez realizada la reserva si esta entidad no cuenta con este parámetro activo, saldrá ese campo bloqueado sin poder editarlo, solo se reflejara de modo informativo.",params/120_Modificar_Centro_de_Costo.html,https://pacardenaz.github.io/parametros-manual/params/120_Modificar_Centro_de_Costo.html
121,USARCECOSDEFAULT,Usar el centro de costo por defecto,Usar el centro de costo por defecto,params/121_Usar_el_centro_de_costo_por_defecto.html,https://pacardenaz.github.io/parametros-manual/params/121_Usar_el_centro_de_costo_por_defecto.html
122,PROCESOAPROBACIONINTER,Tipo de flujo de aprobación (internacional): PARALELO o Secuencial,Tipo de flujo de aprobación (internacional): PARALELO o Secuencial,params/122_Tipo_de_flujo_de_aprobación_(internacional)_PARALELO_o_Secuencial.html,https://pacardenaz.github.io/parametros-manual/params/122_Tipo_de_flujo_de_aprobación_(internacional)_PARALELO_o_Secuencial.html
123,MOSTRARAPROBADORESPADRE,Mostrar Aprobadores Entidad Padre,Mostrar Aprobadores Entidad Padre,params/123_Mostrar_Aprobadores_Entidad_Padre.html,https://pacardenaz.github.io/parametros-manual/params/123_Mostrar_Aprobadores_Entidad_Padre.html
124,CAMBIARAPROBADORES,Cambiar aprobador después de realizar la reserva,Cambiar aprobador después de realizar la reserva,params/124_Cambiar_aprobador_después_de_realizar_la_reserva.html,https://pacardenaz.github.io/parametros-manual/params/124_Cambiar_aprobador_después_de_realizar_la_reserva.html
125,MODIFICARCENTROCOSTORESERVA,comunicados de cambios en los costos del centro después de la finalización de la reserva,comunicados de cambios en los costos del centro después de la finalización de la reserva,params/125_comunicados_de_cambios_en_los_costos_del_centro_después_de_la_finaliza.html,https://pacardenaz.github.io/parametros-manual/params/125_comunicados_de_cambios_en_los_costos_del_centro_después_de_la_finaliza.html
126,MOSTRARPASAJEROSPADRE,Mostrar Pasajeros Entidad Padre,Mostrar Pasajeros Entidad Padre,params/126_Mostrar_Pasajeros_Entidad_Padre.html,https://pacardenaz.github.io/parametros-manual/params/126_Mostrar_Pasajeros_Entidad_Padre.html
127,MOSTRARAPROBCECOSPASAJERO,Mostrar Aprobadores del centro de costo del pasajero,Mostrar Aprobadores del centro de costo del pasajero,params/127_Mostrar_Aprobadores_del_centro_de_costo_del_pasajero.html,https://pacardenaz.github.io/parametros-manual/params/127_Mostrar_Aprobadores_del_centro_de_costo_del_pasajero.html
128,ENVIACORREOAGENTEAPROBADOR,Enviar correo electrónico a aprobador estado del proceso,Enviar correo electrónico a aprobador estado del proceso,params/128_Enviar_correo_electrónico_a_aprobador_estado_del_proceso.html,https://pacardenaz.github.io/parametros-manual/params/128_Enviar_correo_electrónico_a_aprobador_estado_del_proceso.html
129,CHANGEUDIDS,Se le permite cambiar los campos de dirección después de la reserva,Se le permite cambiar los campos de dirección después de la reserva,params/129_Se_le_permite_cambiar_los_campos_de_dirección_después_de_la_reserva.html,https://pacardenaz.github.io/parametros-manual/params/129_Se_le_permite_cambiar_los_campos_de_dirección_después_de_la_reserva.html
130,OBLIGAJUSTIFICACIONINCUMPLIMIENTO,Requiere justificación del incumplimiento de la política,Requiere justificación del incumplimiento de la política,params/130_Requiere_justificación_del_incumplimiento_de_la_política.html,https://pacardenaz.github.io/parametros-manual/params/130_Requiere_justificación_del_incumplimiento_de_la_política.html
131,MAXIMOCENTROSDECOSTO,Cantidad de centros de costos,"Este parámetro permite fijar un número de centros de costos por reserva, debe ir entre un rango de 1 hasta 5 Cecos por reserva.",params/131_Cantidad_de_centros_de_costos.html,https://pacardenaz.github.io/parametros-manual/params/131_Cantidad_de_centros_de_costos.html
132,SHOWCORPORATEINFOCLIENTE,Mostrar información corporativa al cliente,Mostrar información corporativa al cliente,params/132_Mostrar_información_corporativa_al_cliente.html,https://pacardenaz.github.io/parametros-manual/params/132_Mostrar_información_corporativa_al_cliente.html
133,USAFLUJOCORPORATIVOCABINA,Utiliza flujo corporativo por clase,Utiliza flujo corporativo por clase,params/133_Utiliza_flujo_corporativo_por_clase.html,https://pacardenaz.github.io/parametros-manual/params/133_Utiliza_flujo_corporativo_por_clase.html
134,PERMITE_AUTOAPROBAR,Permite auto aprobar,"Parámetro para definir si un usuario/pasajero puede aprobar sus mismas reservas, para esto debe estar creado como usuario/pasajero y con el permiso de aprobador.",params/134_Permite_auto_aprobar.html,https://pacardenaz.github.io/parametros-manual/params/134_Permite_auto_aprobar.html
135,HEREDACECOSPADRE,Hereda CECOS de la entidad Padre,Hereda CECOS de la entidad Padre,params/135_Hereda_CECOS_de_la_entidad_Padre.html,https://pacardenaz.github.io/parametros-manual/params/135_Hereda_CECOS_de_la_entidad_Padre.html
136,OBLIGAAPROBADORESRESERVA,Obliga aprobador al reservar,Este parámetro obliga al solicitante de una reserva a seleccionar un aprobador como mínimo,params/136_Obliga_aprobador_al_reservar.html,https://pacardenaz.github.io/parametros-manual/params/136_Obliga_aprobador_al_reservar.html
137,CANCELARRESERVARECHAZADA,Cancelar reserva al rechazar aprobación,Cancelar reserva al rechazar aprobación,params/137_Cancelar_reserva_al_rechazar_aprobación.html,https://pacardenaz.github.io/parametros-manual/params/137_Cancelar_reserva_al_rechazar_aprobación.html
138,MOSTRARBOTONEMAILCORPORATE,Un mail de aprobacion para dos o mas productos,Un mail de aprobacion para dos o mas productos,params/138_Un_mail_de_aprobacion_para_dos_o_mas_productos.html,https://pacardenaz.github.io/parametros-manual/params/138_Un_mail_de_aprobacion_para_dos_o_mas_productos.html
139,,Flujo de NO cumplimiento de políticas,Flujo de NO cumplimiento de políticas,params/139_Flujo_de_NO_cumplimiento_de_políticas.html,https://pacardenaz.github.io/parametros-manual/params/139_Flujo_de_NO_cumplimiento_de_políticas.html
140,,Flujo de NO cumplimiento de políticas internacional,Flujo de NO cumplimiento de políticas internacional,params/140_Flujo_de_NO_cumplimiento_de_políticas_internacional.html,https://pacardenaz.github.io/parametros-manual/params/140_Flujo_de_NO_cumplimiento_de_políticas_internacional.html
141,REMARKJUSTIFICACIONINCUMPLIMIENTO,Prefijo remark texto Justificacion de incumplimiento,Prefijo remark texto Justificacion de incumplimiento,params/141_Prefijo_remark_texto_Justificacion_de_incumplimiento.html,https://pacardenaz.github.io/parametros-manual/params/141_Prefijo_remark_texto_Justificacion_de_incumplimiento.html
142,REMARKTEXTOTIPOJUSTIFICACION,Prefijo remark listado Justificación de incumplimiento,Prefijo remark listado Justificación de incumplimiento,params/142_Prefijo_remark_listado_Justificación_de_incumplimiento.html,https://pacardenaz.github.io/parametros-manual/params/142_Prefijo_remark_listado_Justificación_de_incumplimiento.html
143,MODIFICAMOTIVOVIAJE,Modificar motivo de viaje después de reservado,Modificar motivo de viaje después de reservado,params/143_Modificar_motivo_de_viaje_después_de_reservado.html,https://pacardenaz.github.io/parametros-manual/params/143_Modificar_motivo_de_viaje_después_de_reservado.html
144,HEREDARMOTIVOSPADRE,Heredar Motivos de Viaje de la Entidad Padre,Heredar Motivos de Viaje de la Entidad Padre,params/144_Heredar_Motivos_de_Viaje_de_la_Entidad_Padre.html,https://pacardenaz.github.io/parametros-manual/params/144_Heredar_Motivos_de_Viaje_de_la_Entidad_Padre.html
145,HEREDARUDIDSPADRE,Heredar Campos Gerenciales de la Entidad Padre,Heredar Campos Gerenciales de la Entidad Padre,params/145_Heredar_Campos_Gerenciales_de_la_Entidad_Padre.html,https://pacardenaz.github.io/parametros-manual/params/145_Heredar_Campos_Gerenciales_de_la_Entidad_Padre.html
146,MAXAPROBADORESVISUALES,Cantidad de aprobadores a visualizar en el plugin,Cantidad de aprobadores a visualizar en el plugin,params/146_Cantidad_de_aprobadores_a_visualizar_en_el_plugin.html,https://pacardenaz.github.io/parametros-manual/params/146_Cantidad_de_aprobadores_a_visualizar_en_el_plugin.html
147,OCULTARSECCIONVERMASAPROBADOR,Ocultar Ver mas en la sección de aprobador,Ocultar Ver mas en la sección de aprobador,params/147_Ocultar_Ver_mas_en_la_sección_de_aprobador.html,https://pacardenaz.github.io/parametros-manual/params/147_Ocultar_Ver_mas_en_la_sección_de_aprobador.html
148,PRECARGARINFOPAXAUTOCOMPLETE,Precargar información del solicitante en el formulario del pasajero,Precargar información del solicitante en el formulario del pasajero,params/148_Precargar_información_del_solicitante_en_el_formulario_del_pasajero.html,https://pacardenaz.github.io/parametros-manual/params/148_Precargar_información_del_solicitante_en_el_formulario_del_pasajero.html
149,APROBACIONPORNIVELES,Indica si maneja aprobacion por niveles,Indica si maneja aprobacion por niveles,params/149_Indica_si_maneja_aprobacion_por_niveles.html,https://pacardenaz.github.io/parametros-manual/params/149_Indica_si_maneja_aprobacion_por_niveles.html
150,,El flujo de NO cumplimiento se realiza con todos los aprobadores configurados,El flujo de NO cumplimiento se realiza con todos los aprobadores configurados,params/150_El_flujo_de_NO_cumplimiento_se_realiza_con_todos_los_aprobadores_confi.html,https://pacardenaz.github.io/parametros-manual/params/150_El_flujo_de_NO_cumplimiento_se_realiza_con_todos_los_aprobadores_confi.html
151,,El flujo de NO cumplimiento internacional se realiza con todos los aprobadores configurados,El flujo de NO cumplimiento internacional se realiza con todos los aprobadores configurados,params/151_El_flujo_de_NO_cumplimiento_internacional_se_realiza_con_todos_los_apr.html,https://pacardenaz.github.io/parametros-manual/params/151_El_flujo_de_NO_cumplimiento_internacional_se_realiza_con_todos_los_apr.html
152,FLUJONOCUMPLIMIENTOXDESTINO,Indica si debe manejar el flujo de aprobacion de no cumplimiento para ciertos destinos,Indica si debe manejar el flujo de aprobacion de no cumplimiento para ciertos destinos,params/152_Indica_si_debe_manejar_el_flujo_de_aprobacion_de_no_cumplimiento_para_.html,https://pacardenaz.github.io/parametros-manual/params/152_Indica_si_debe_manejar_el_flujo_de_aprobacion_de_no_cumplimiento_para_.html
153,BLOQUEARPRIMERAPROBADOR,Bloquear el cambio del primer aprobador,Bloquear el cambio del primer aprobador,params/153_Bloquear_el_cambio_del_primer_aprobador.html,https://pacardenaz.github.io/parametros-manual/params/153_Bloquear_el_cambio_del_primer_aprobador.html
154,NOCOMBINARDESCRIPCECOS,No combinar el codigo del cliente del ceco con la descripción,No combinar el codigo del cliente del ceco con la descripción,params/154_No_combinar_el_codigo_del_cliente_del_ceco_con_la_descripción.html,https://pacardenaz.github.io/parametros-manual/params/154_No_combinar_el_codigo_del_cliente_del_ceco_con_la_descripción.html
155,MOSTRARPOLITICASHEADEREMAIL,Mostrar politica como header email,Mostrar politica como header email,params/155_Mostrar_politica_como_header_email.html,https://pacardenaz.github.io/parametros-manual/params/155_Mostrar_politica_como_header_email.html
156,MOSTRARDIVPOLITICAS,Tipo de usuario que puede visualizar el div de politicas de viaje,Tipo de usuario que puede visualizar el div de politicas de viaje,params/156_Tipo_de_usuario_que_puede_visualizar_el_div_de_politicas_de_viaje.html,https://pacardenaz.github.io/parametros-manual/params/156_Tipo_de_usuario_que_puede_visualizar_el_div_de_politicas_de_viaje.html
157,MANEJAGOOGLEAUTHENTICATOR,Entidad maneja google autenticator MFA,Entidad maneja google autenticator MFA,params/157_Entidad_maneja_google_autenticator_MFA.html,https://pacardenaz.github.io/parametros-manual/params/157_Entidad_maneja_google_autenticator_MFA.html
158,GOOGLEAUTHENTICATORAPPNAME,Nombre asignado para Google Autenticator,Parámetro para definir el nombre que se desea visualizar en la aplicación de Google autenticator cuando se hace la vinculación de la cuenta,params/158_Nombre_asignado_para_Google_Autenticator.html,https://pacardenaz.github.io/parametros-manual/params/158_Nombre_asignado_para_Google_Autenticator.html
159,CREATEENTITYCLIENT,Mostrar botón de crear cliente en la sección de Agencia al reservar,Mostrar botón de crear cliente en la sección de Agencia al reservar,params/159_Mostrar_botón_de_crear_cliente_en_la_sección_de_Agencia_al_reservar.html,https://pacardenaz.github.io/parametros-manual/params/159_Mostrar_botón_de_crear_cliente_en_la_sección_de_Agencia_al_reservar.html
160,MANEJALINKPAGO,Maneja link de pago,Parametro para definir si una cuenta va a tener la funcionalidad de link de pago,params/160_Maneja_link_de_pago.html,https://pacardenaz.github.io/parametros-manual/params/160_Maneja_link_de_pago.html
161,OCULTARTARIFASETICKET,Ocultar tarifas eTicket,Este parámetro indica si se oculta o no los valores en el  “eticket”,params/161_Ocultar_tarifas_eTicket.html,https://pacardenaz.github.io/parametros-manual/params/161_Ocultar_tarifas_eTicket.html
162,MOSTRARLISTABROKERSBUSQHOTELES,Mostrar brokers hoteles,Mostrar la lista de proveedores hoteleros en la búsqueda,params/162_Mostrar_brokers_hoteles.html,https://pacardenaz.github.io/parametros-manual/params/162_Mostrar_brokers_hoteles.html
163,B2C2_CodigoMarkupHoteles,Código Markup Hoteles,"En este parámetro se selecciona el valor del Mark Up que se cobrara en los hoteles, aplica para todos los proveedores que se tengan habilitados en la entidad, a excepción de Expedia que ya trae la comisión por hotel.",params/163_Código_Markup_Hoteles.html,https://pacardenaz.github.io/parametros-manual/params/163_Código_Markup_Hoteles.html
164,MONEDAHOTELESNACIONALES,Moneda hoteles nacionales,Parametro para definir la moneda en que se desea que salgan resultados los hoteles nacionales,params/164_Moneda_hoteles_nacionales.html,https://pacardenaz.github.io/parametros-manual/params/164_Moneda_hoteles_nacionales.html
165,MONEDAHOTELESINTERNACIONALES,Moneda hoteles internacionales,Parametro para definir la moneda en que se desea que salgan resultados los hoteles internacionales,params/165_Moneda_hoteles_internacionales.html,https://pacardenaz.github.io/parametros-manual/params/165_Moneda_hoteles_internacionales.html
166,AUTOFILLHOTELPAXFORM,Ingresar nombre de solo el huesped principal,Ingresar nombre de solo el huesped principal,params/166_Ingresar_nombre_de_solo_el_huesped_principal.html,https://pacardenaz.github.io/parametros-manual/params/166_Ingresar_nombre_de_solo_el_huesped_principal.html
167,CONVERTIRMONEDAHOTELESNACIONALES,Cambiar Moneda de Hoteles a la moneda Local,Cambiar Moneda de Hoteles a la moneda Local,params/167_Cambiar_Moneda_de_Hoteles_a_la_moneda_Local.html,https://pacardenaz.github.io/parametros-manual/params/167_Cambiar_Moneda_de_Hoteles_a_la_moneda_Local.html
168,MOSTRARHOTELBROKERRESULTADOS,Mostrar broker en los resultados de hoteles,Mostrar broker en los resultados de hoteles,params/168_Mostrar_broker_en_los_resultados_de_hoteles.html,https://pacardenaz.github.io/parametros-manual/params/168_Mostrar_broker_en_los_resultados_de_hoteles.html
169,B2C2_OffsetFechaHoteles,Días a restringir búsqueda de hoteles,Días a restringir búsqueda de hoteles,params/169_Días_a_restringir_búsqueda_de_hoteles.html,https://pacardenaz.github.io/parametros-manual/params/169_Días_a_restringir_búsqueda_de_hoteles.html
170,CANTIDADHOTELESPAGINA,Cantidad de hoteles por pagina,Este parámetro sirve para configurar la cantidad de hoteles que deseamos visualizar en cada página,params/170_Cantidad_de_hoteles_por_pagina.html,https://pacardenaz.github.io/parametros-manual/params/170_Cantidad_de_hoteles_por_pagina.html
171,USEOLDHOTELDESIGN,Tipo Layout para Hotel,"Tipo de vista para la plantilla de hoteles, si selecciona SI mantendrá la visual básica, si selecciona NO cambia a la nueva vista (aplica según operadores de hoteles)",params/171_Tipo_Layout_para_Hotel.html,https://pacardenaz.github.io/parametros-manual/params/171_Tipo_Layout_para_Hotel.html
172,HOTELSGDSDEFAULT,Hoteles Amadeus como prioridad,"Marca la búsqueda GDS de hoteles como preferida, aplica por ejemplo para los hoteles Amadeus, que al dar la preferencia siempre estos hoteles del GDS saldrán de primero.",params/172_Hoteles_Amadeus_como_prioridad.html,https://pacardenaz.github.io/parametros-manual/params/172_Hoteles_Amadeus_como_prioridad.html
173,B2C2_MostrarHotelesNoReembolsables,Mostrar hoteles no reembolsables,Mostrar hoteles no reembolsables,params/173_Mostrar_hoteles_no_reembolsables.html,https://pacardenaz.github.io/parametros-manual/params/173_Mostrar_hoteles_no_reembolsables.html
174,HOTELEXCLUDEDOM,Proveedores a excluir en la busqueda nacional,Proveedores a excluir en la busqueda nacional,params/174_Proveedores_a_excluir_en_la_busqueda_nacional.html,https://pacardenaz.github.io/parametros-manual/params/174_Proveedores_a_excluir_en_la_busqueda_nacional.html
175,MOSTRARTARIFAS_VOUCHERHOTEL,Mostrar tarifas en confirmación de hotel,Mostrar tarifas en confirmación de hotel,params/175_Mostrar_tarifas_en_confirmación_de_hotel.html,https://pacardenaz.github.io/parametros-manual/params/175_Mostrar_tarifas_en_confirmación_de_hotel.html
176,B2C2_NumHabitaHoteles,Numero habitaciones hotel,"Este parámetro define la cantidad de habitaciones que se deben mostrar en el buscador de hoteles, Si el parámetro no está definido por defecto muestra 5.",params/176_Numero_habitaciones_hotel.html,https://pacardenaz.github.io/parametros-manual/params/176_Numero_habitaciones_hotel.html
177,B2C2_NumAdultosHoteles,Numero maximo de adultos por habitación,Numero maximo de adultos por habitación,params/177_Numero_maximo_de_adultos_por_habitación.html,https://pacardenaz.github.io/parametros-manual/params/177_Numero_maximo_de_adultos_por_habitación.html
178,B2C2_NumNinosHoteles,Numero maximo de niños por habitacion,Numero maximo de niños por habitacion,params/178_Numero_maximo_de_niños_por_habitacion.html,https://pacardenaz.github.io/parametros-manual/params/178_Numero_maximo_de_niños_por_habitacion.html
179,VISUALIZACOMISIONHOTELES,Visualiza comisiones hoteles (expedia),Visualiza comisiones hoteles (expedia),params/179_Visualiza_comisiones_hoteles_(expedia).html,https://pacardenaz.github.io/parametros-manual/params/179_Visualiza_comisiones_hoteles_(expedia).html
180,HOTEL_SHOWSOURCERETRIEVE,Visualiza proveedor en el retrieve,Visualiza proveedor en el retrieve,params/180_Visualiza_proveedor_en_el_retrieve.html,https://pacardenaz.github.io/parametros-manual/params/180_Visualiza_proveedor_en_el_retrieve.html
